Promedio,Máximo,Frecuencia del Máximo,Combinación
2.6666666666666665,7.0,1.0,"A, K, S, U"
4.0,7.0,1.0,"A, K, S, V"
6.666666666666667,13.0,1.0,"A, K, S, W"
7.0,13.0,1.0,"A, K, S, X"
5.666666666666667,13.0,1.0,"A, K, S, Y"
4.666666666666667,9.0,1.0,"A, K, S, Z"
2.6666666666666665,5.0,1.0,"A, K, T, U"
3.6666666666666665,5.0,3.0,"A, K, T, V"
6.333333333333333,13.0,1.0,"A, K, T, W"
5.666666666666667,13.0,1.0,"A, K, T, X"
7.0,13.0,2.0,"A, K, T, Y"
4.333333333333333,9.0,1.0,"A, K, T, Z"
3.3333333333333335,5.0,3.0,"A, K, U, V"
5.666666666666667,13.0,1.0,"A, K, U, W"
5.666666666666667,13.0,1.0,"A, K, U, X"
4.0,13.0,1.0,"A, K, U, Y"
2.3333333333333335,5.0,1.0,"A, K, U, Z"
6.333333333333333,13.0,1.0,"A, K, V, W"
6.666666666666667,13.0,1.0,"A, K, V, X"
6.0,13.0,1.0,"A, K, V, Y"
3.6666666666666665,5.0,3.0,"A, K, V, Z"
9.0,13.0,2.0,"A, K, W, X"
7.333333333333333,13.0,2.0,"A, K, W, Y"
5.333333333333333,13.0,1.0,"A, K, W, Z"
9.333333333333334,13.0,3.0,"A, K, X, Y"
6.666666666666667,13.0,1.0,"A, K, X, Z"
5.333333333333333,13.0,1.0,"A, K, Y, Z"
7.333333333333333,21.0,1.0,"A, L, M, N"
5.333333333333333,9.0,2.0,"A, L, M, O"
6.333333333333333,17.0,1.0,"A, L, M, P"
3.3333333333333335,7.0,1.0,"A, L, M, Q"
5.333333333333333,13.0,1.0,"A, L, M, R"
5.0,7.0,3.0,"A, L, M, S"
4.333333333333333,7.0,2.0,"A, L, M, T"
6.333333333333333,15.0,1.0,"A, L, M, U"
4.0,7.0,1.0,"A, L, M, V"
6.666666666666667,17.0,1.0,"A, L, M, W"
5.333333333333333,9.0,2.0,"A, L, M, X"
5.666666666666667,13.0,1.0,"A, L, M, Y"
4.0,7.0,1.0,"A, L, M, Z"
5.333333333333333,9.0,2.0,"A, L, N, O"
6.333333333333333,17.0,1.0,"A, L, N, P"
3.3333333333333335,7.0,1.0,"A, L, N, Q"
5.333333333333333,13.0,1.0,"A, L, N, R"
5.0,7.0,3.0,"A, L, N, S"
4.333333333333333,7.0,2.0,"A, L, N, T"
6.333333333333333,15.0,1.0,"A, L, N, U"
3.6666666666666665,7.0,1.0,"A, L, N, V"
7.333333333333333,21.0,1.0,"A, L, N, W"
5.333333333333333,9.0,2.0,"A, L, N, X"
5.0,13.0,1.0,"A, L, N, Y"
4.666666666666667,7.0,2.0,"A, L, N, Z"
8.0,17.0,1.0,"A, L, O, P"
4.333333333333333,9.0,2.0,"A, L, O, Q"
7.333333333333333,13.0,1.0,"A, L, O, R"
6.333333333333333,9.0,2.0,"A, L, O, S"
4.666666666666667,9.0,2.0,"A, L, O, T"
8.666666666666666,15.0,2.0,"A, L, O, U"
5.666666666666667,9.0,2.0,"A, L, O, V"
5.333333333333333,9.0,2.0,"A, L, O, W"
8.0,17.0,1.0,"A, L, O, X"
7.666666666666667,13.0,1.0,"A, L, O, Y"
5.0,9.0,2.0,"A, L, O, Z"
6.0,17.0,1.0,"A, L, P, Q"
10.666666666666666,21.0,1.0,"A, L, P, R"
7.0,17.0,1.0,"A, L, P, S"
5.666666666666667,17.0,1.0,"A, L, P, T"
7.0,17.0,1.0,"A, L, P, U"
6.0,17.0,1.0,"A, L, P, V"
6.333333333333333,17.0,1.0,"A, L, P, W"
6.666666666666667,17.0,1.0,"A, L, P, X"
7.666666666666667,17.0,1.0,"A, L, P, Y"
5.666666666666667,17.0,1.0,"A, L, P, Z"
5.333333333333333,13.0,1.0,"A, L, Q, R"
4.0,7.0,2.0,"A, L, Q, S"
2.3333333333333335,5.0,1.0,"A, L, Q, T"
5.0,15.0,1.0,"A, L, Q, U"
2.6666666666666665,5.0,1.0,"A, L, Q, V"
3.0,7.0,1.0,"A, L, Q, W"
3.0,9.0,1.0,"A, L, Q, X"
4.333333333333333,13.0,1.0,"A, L, Q, Y"
2.6666666666666665,5.0,1.0,"A, L, Q, Z"
6.333333333333333,13.0,1.0,"A, L, R, S"
5.0,13.0,1.0,"A, L, R, T"
6.333333333333333,15.0,1.0,"A, L, R, U"
5.0,13.0,1.0,"A, L, R, V"
5.333333333333333,13.0,1.0,"A, L, R, W"
6.666666666666667,13.0,1.0,"A, L, R, X"
7.0,13.0,2.0,"A, L, R, Y"
5.0,13.0,1.0,"A, L, R, Z"
4.0,7.0,1.0,"A, L, S, T"
5.0,15.0,1.0,"A, L, S, U"
3.6666666666666665,7.0,1.0,"A, L, S, V"
5.0,7.0,3.0,"A, L, S, W"
5.0,9.0,1.0,"A, L, S, X"
5.333333333333333,13.0,1.0,"A, L, S, Y"
5.0,9.0,1.0,"A, L, S, Z"
4.666666666666667,15.0,1.0,"A, L, T, U"
3.0,5.0,2.0,"A, L, T, V"
4.333333333333333,7.0,2.0,"A, L, T, W"
3.3333333333333335,9.0,1.0,"A, L, T, X"
6.333333333333333,13.0,2.0,"A, L, T, Y"
4.333333333333333,9.0,1.0,"A, L, T, Z"
5.333333333333333,15.0,1.0,"A, L, U, V"
6.333333333333333,15.0,1.0,"A, L, U, W"
6.0,15.0,1.0,"A, L, U, X"
6.0,15.0,1.0,"A, L, U, Y"
5.0,15.0,1.0,"A, L, U, Z"
4.333333333333333,7.0,1.0,"A, L, V, W"
4.333333333333333,9.0,1.0,"A, L, V, X"
5.333333333333333,13.0,1.0,"A, L, V, Y"
3.6666666666666665,5.0,2.0,"A, L, V, Z"
5.333333333333333,9.0,2.0,"A, L, W, X"
5.333333333333333,13.0,1.0,"A, L, W, Y"
4.0,7.0,1.0,"A, L, W, Z"
7.0,13.0,2.0,"A, L, X, Y"
5.0,9.0,2.0,"A, L, X, Z"
5.333333333333333,13.0,1.0,"A, L, Y, Z"
7.666666666666667,21.0,1.0,"A, M, N, O"
9.666666666666666,21.0,1.0,"A, M, N, P"
7.333333333333333,21.0,1.0,"A, M, N, Q"
8.333333333333334,21.0,1.0,"A, M, N, R"
9.333333333333334,21.0,1.0,"A, M, N, S"
9.0,21.0,1.0,"A, M, N, T"
9.0,21.0,1.0,"A, M, N, U"
7.333333333333333,21.0,1.0,"A, M, N, V"
13.333333333333334,21.0,2.0,"A, M, N, W"
10.333333333333334,21.0,1.0,"A, M, N, X"
9.0,21.0,1.0,"A, M, N, Y"
8.333333333333334,21.0,1.0,"A, M, N, Z"
7.0,17.0,1.0,"A, M, O, P"
4.0,9.0,1.0,"A, M, O, Q"
6.0,13.0,1.0,"A, M, O, R"
6.333333333333333,9.0,1.0,"A, M, O, S"
5.0,9.0,1.0,"A, M, O, T"
7.0,15.0,1.0,"A, M, O, U"
5.0,9.0,1.0,"A, M, O, V"
7.0,17.0,1.0,"A, M, O, W"
8.666666666666666,17.0,1.0,"A, M, O, X"
7.333333333333333,13.0,1.0,"A, M, O, Y"
4.333333333333333,9.0,1.0,"A, M, O, Z"
6.666666666666667,17.0,1.0,"A, M, P, Q"
10.333333333333334,21.0,1.0,"A, M, P, R"
8.0,17.0,1.0,"A, M, P, S"
7.0,17.0,1.0,"A, M, P, T"
6.333333333333333,17.0,1.0,"A, M, P, U"
6.333333333333333,17.0,1.0,"A, M, P, V"
9.0,17.0,2.0,"A, M, P, W"
8.333333333333334,17.0,1.0,"A, M, P, X"
8.333333333333334,17.0,1.0,"A, M, P, Y"
6.0,17.0,1.0,"A, M, P, Z"
5.666666666666667,13.0,1.0,"A, M, Q, R"
5.666666666666667,7.0,4.0,"A, M, Q, S"
4.333333333333333,7.0,2.0,"A, M, Q, T"
5.0,9.0,1.0,"A, M, Q, U"
3.6666666666666665,7.0,1.0,"A, M, Q, V"
6.333333333333333,17.0,1.0,"A, M, Q, W"
5.333333333333333,9.0,2.0,"A, M, Q, X"
5.666666666666667,13.0,1.0,"A, M, Q, Y"
3.6666666666666665,7.0,1.0,"A, M, Q, Z"
7.0,13.0,1.0,"A, M, R, S"
6.0,13.0,1.0,"A, M, R, T"
5.333333333333333,13.0,1.0,"A, M, R, U"
5.0,13.0,1.0,"A, M, R, V"
7.666666666666667,17.0,1.0,"A, M, R, W"
8.0,13.0,1.0,"A, M, R, X"
7.333333333333333,13.0,2.0,"A, M, R, Y"
5.0,13.0,1.0,"A, M, R, Z"
6.333333333333333,7.0,4.0,"A, M, S, T"
5.333333333333333,9.0,1.0,"A, M, S, U"
5.0,7.0,3.0,"A, M, S, V"
8.666666666666666,17.0,1.0,"A, M, S, W"
7.666666666666667,9.0,2.0,"A, M, S, X"
7.0,13.0,1.0,"A, M, S, Y"
6.333333333333333,9.0,1.0,"A, M, S, Z"
5.333333333333333,9.0,1.0,"A, M, T, U"
4.666666666666667,7.0,2.0,"A, M, T, V"
8.333333333333334,17.0,1.0,"A, M, T, W"
6.333333333333333,9.0,2.0,"A, M, T, X"
8.333333333333334,13.0,2.0,"A, M, T, Y"
6.0,9.0,1.0,"A, M, T, Z"
5.0,9.0,1.0,"A, M, U, V"
8.333333333333334,17.0,1.0,"A, M, U, W"
7.0,9.0,3.0,"A, M, U, X"
6.0,13.0,1.0,"A, M, U, Y"
4.666666666666667,9.0,1.0,"A, M, U, Z"
7.333333333333333,17.0,1.0,"A, M, V, W"
6.333333333333333,9.0,2.0,"A, M, V, X"
6.333333333333333,13.0,1.0,"A, M, V, Y"
4.333333333333333,7.0,1.0,"A, M, V, Z"
9.666666666666666,17.0,1.0,"A, M, W, X"
8.666666666666666,17.0,1.0,"A, M, W, Y"
7.0,17.0,1.0,"A, M, W, Z"
9.333333333333334,13.0,2.0,"A, M, X, Y"
7.0,9.0,3.0,"A, M, X, Z"
6.333333333333333,13.0,1.0,"A, M, Y, Z"
7.0,17.0,1.0,"A, N, O, P"
4.0,9.0,1.0,"A, N, O, Q"
6.0,13.0,1.0,"A, N, O, R"
6.333333333333333,9.0,1.0,"A, N, O, S"
5.0,9.0,1.0,"A, N, O, T"
7.0,15.0,1.0,"A, N, O, U"
4.666666666666667,9.0,1.0,"A, N, O, V"
7.666666666666667,21.0,1.0,"A, N, O, W"
8.666666666666666,17.0,1.0,"A, N, O, X"
6.666666666666667,13.0,1.0,"A, N, O, Y"
5.0,9.0,1.0,"A, N, O, Z"
6.666666666666667,17.0,1.0,"A, N, P, Q"
10.333333333333334,21.0,1.0,"A, N, P, R"
8.0,17.0,1.0,"A, N, P, S"
7.0,17.0,1.0,"A, N, P, T"
6.333333333333333,17.0,1.0,"A, N, P, U"
6.0,17.0,1.0,"A, N, P, V"
9.666666666666666,21.0,1.0,"A, N, P, W"
8.333333333333334,17.0,1.0,"A, N, P, X"
7.666666666666667,17.0,1.0,"A, N, P, Y"
6.666666666666667,17.0,1.0,"A, N, P, Z"
5.666666666666667,13.0,1.0,"A, N, Q, R"
5.666666666666667,7.0,4.0,"A, N, Q, S"
4.333333333333333,7.0,2.0,"A, N, Q, T"
5.0,9.0,1.0,"A, N, Q, U"
3.3333333333333335,7.0,1.0,"A, N, Q, V"
7.0,21.0,1.0,"A, N, Q, W"
5.333333333333333,9.0,2.0,"A, N, Q, X"
5.0,13.0,1.0,"A, N, Q, Y"
4.333333333333333,7.0,2.0,"A, N, Q, Z"
7.0,13.0,1.0,"A, N, R, S"
6.0,13.0,1.0,"A, N, R, T"
5.333333333333333,13.0,1.0,"A, N, R, U"
4.666666666666667,13.0,1.0,"A, N, R, V"
8.333333333333334,21.0,1.0,"A, N, R, W"
8.0,13.0,1.0,"A, N, R, X"
6.666666666666667,13.0,2.0,"A, N, R, Y"
5.666666666666667,13.0,1.0,"A, N, R, Z"
6.333333333333333,7.0,4.0,"A, N, S, T"
5.333333333333333,9.0,1.0,"A, N, S, U"
4.666666666666667,7.0,3.0,"A, N, S, V"
9.333333333333334,21.0,1.0,"A, N, S, W"
7.666666666666667,9.0,2.0,"A, N, S, X"
6.333333333333333,13.0,1.0,"A, N, S, Y"
7.0,9.0,1.0,"A, N, S, Z"
5.333333333333333,9.0,1.0,"A, N, T, U"
4.333333333333333,7.0,2.0,"A, N, T, V"
9.0,21.0,1.0,"A, N, T, W"
6.333333333333333,9.0,2.0,"A, N, T, X"
7.666666666666667,13.0,2.0,"A, N, T, Y"
6.666666666666667,9.0,1.0,"A, N, T, Z"
4.666666666666667,9.0,1.0,"A, N, U, V"
9.0,21.0,1.0,"A, N, U, W"
7.0,9.0,3.0,"A, N, U, X"
5.333333333333333,13.0,1.0,"A, N, U, Y"
5.333333333333333,9.0,1.0,"A, N, U, Z"
7.666666666666667,21.0,1.0,"A, N, V, W"
6.0,9.0,2.0,"A, N, V, X"
5.333333333333333,13.0,1.0,"A, N, V, Y"
4.666666666666667,7.0,2.0,"A, N, V, Z"
10.333333333333334,21.0,1.0,"A, N, W, X"
8.666666666666666,21.0,1.0,"A, N, W, Y"
8.333333333333334,21.0,1.0,"A, N, W, Z"
8.666666666666666,13.0,2.0,"A, N, X, Y"
7.666666666666667,9.0,3.0,"A, N, X, Z"
6.333333333333333,13.0,1.0,"A, N, Y, Z"
7.0,17.0,1.0,"A, O, P, Q"
11.666666666666666,21.0,1.0,"A, O, P, R"
8.666666666666666,17.0,1.0,"A, O, P, S"
6.666666666666667,17.0,1.0,"A, O, P, T"
8.0,17.0,1.0,"A, O, P, U"
7.333333333333333,17.0,1.0,"A, O, P, V"
7.0,17.0,1.0,"A, O, P, W"
10.333333333333334,17.0,2.0,"A, O, P, X"
9.666666666666666,17.0,1.0,"A, O, P, Y"
6.333333333333333,17.0,1.0,"A, O, P, Z"
6.333333333333333,13.0,1.0,"A, O, Q, R"
5.666666666666667,9.0,1.0,"A, O, Q, S"
3.3333333333333335,9.0,1.0,"A, O, Q, T"
6.0,15.0,1.0,"A, O, Q, U"
4.0,9.0,1.0,"A, O, Q, V"
3.6666666666666665,9.0,1.0,"A, O, Q, W"
6.666666666666667,17.0,1.0,"A, O, Q, X"
6.333333333333333,13.0,1.0,"A, O, Q, Y"
3.3333333333333335,9.0,1.0,"A, O, Q, Z"
8.0,13.0,1.0,"A, O, R, S"
6.0,13.0,1.0,"A, O, R, T"
7.333333333333333,15.0,1.0,"A, O, R, U"
6.333333333333333,13.0,1.0,"A, O, R, V"
6.0,13.0,1.0,"A, O, R, W"
10.333333333333334,17.0,1.0,"A, O, R, X"
9.0,13.0,2.0,"A, O, R, Y"
5.666666666666667,13.0,1.0,"A, O, R, Z"
5.666666666666667,9.0,1.0,"A, O, S, T"
6.666666666666667,15.0,1.0,"A, O, S, U"
5.666666666666667,9.0,1.0,"A, O, S, V"
6.333333333333333,9.0,1.0,"A, O, S, W"
9.333333333333334,17.0,1.0,"A, O, S, X"
8.0,13.0,1.0,"A, O, S, Y"
6.333333333333333,9.0,2.0,"A, O, S, Z"
5.666666666666667,15.0,1.0,"A, O, T, U"
4.333333333333333,9.0,1.0,"A, O, T, V"
5.0,9.0,1.0,"A, O, T, W"
7.0,17.0,1.0,"A, O, T, X"
8.333333333333334,13.0,2.0,"A, O, T, Y"
5.0,9.0,2.0,"A, O, T, Z"
6.666666666666667,15.0,1.0,"A, O, U, V"
7.0,15.0,1.0,"A, O, U, W"
9.666666666666666,17.0,1.0,"A, O, U, X"
8.0,15.0,1.0,"A, O, U, Y"
5.666666666666667,15.0,1.0,"A, O, U, Z"
5.333333333333333,9.0,1.0,"A, O, V, W"
8.333333333333334,17.0,1.0,"A, O, V, X"
7.666666666666667,13.0,1.0,"A, O, V, Y"
4.666666666666667,9.0,1.0,"A, O, V, Z"
8.666666666666666,17.0,1.0,"A, O, W, X"
7.0,13.0,1.0,"A, O, W, Y"
4.333333333333333,9.0,1.0,"A, O, W, Z"
11.666666666666666,17.0,1.0,"A, O, X, Y"
8.333333333333334,17.0,1.0,"A, O, X, Z"
7.0,13.0,1.0,"A, O, Y, Z"
11.333333333333334,21.0,1.0,"A, P, Q, R"
8.0,17.0,1.0,"A, P, Q, S"
6.0,17.0,1.0,"A, P, Q, T"
6.0,17.0,1.0,"A, P, Q, U"
6.0,17.0,1.0,"A, P, Q, V"
6.333333333333333,17.0,1.0,"A, P, Q, W"
7.0,17.0,1.0,"A, P, Q, X"
8.0,17.0,1.0,"A, P, Q, Y"
5.666666666666667,17.0,1.0,"A, P, Q, Z"
12.0,21.0,1.0,"A, P, R, S"
10.333333333333334,21.0,1.0,"A, P, R, T"
9.0,21.0,1.0,"A, P, R, U"
10.0,21.0,1.0,"A, P, R, V"
10.333333333333334,21.0,1.0,"A, P, R, W"
12.333333333333334,21.0,1.0,"A, P, R, X"
12.333333333333334,21.0,1.0,"A, P, R, Y"
9.666666666666666,21.0,1.0,"A, P, R, Z"
7.333333333333333,17.0,1.0,"A, P, S, T"
5.666666666666667,17.0,1.0,"A, P, S, U"
6.666666666666667,17.0,1.0,"A, P, S, V"
8.0,17.0,1.0,"A, P, S, W"
8.666666666666666,17.0,1.0,"A, P, S, X"
8.666666666666666,17.0,1.0,"A, P, S, Y"
7.666666666666667,17.0,1.0,"A, P, S, Z"
5.0,17.0,1.0,"A, P, T, U"
5.666666666666667,17.0,1.0,"A, P, T, V"
7.0,17.0,1.0,"A, P, T, W"
6.666666666666667,17.0,1.0,"A, P, T, X"
9.333333333333334,17.0,1.0,"A, P, T, Y"
6.666666666666667,17.0,1.0,"A, P, T, Z"
5.333333333333333,17.0,1.0,"A, P, U, V"
6.333333333333333,17.0,1.0,"A, P, U, W"
6.666666666666667,17.0,1.0,"A, P, U, X"
6.333333333333333,17.0,1.0,"A, P, U, Y"
4.666666666666667,17.0,1.0,"A, P, U, Z"
6.666666666666667,17.0,1.0,"A, P, V, W"
7.333333333333333,17.0,1.0,"A, P, V, X"
8.0,17.0,1.0,"A, P, V, Y"
5.666666666666667,17.0,1.0,"A, P, V, Z"
8.333333333333334,17.0,1.0,"A, P, W, X"
8.0,17.0,1.0,"A, P, W, Y"
6.0,17.0,1.0,"A, P, W, Z"
10.333333333333334,17.0,1.0,"A, P, X, Y"
7.666666666666667,17.0,1.0,"A, P, X, Z"
7.666666666666667,17.0,1.0,"A, P, Y, Z"
7.333333333333333,13.0,1.0,"A, Q, R, S"
5.333333333333333,13.0,1.0,"A, Q, R, T"
5.333333333333333,13.0,1.0,"A, Q, R, U"
5.0,13.0,1.0,"A, Q, R, V"
5.333333333333333,13.0,1.0,"A, Q, R, W"
7.0,13.0,1.0,"A, Q, R, X"
7.333333333333333,13.0,2.0,"A, Q, R, Y"
5.0,13.0,1.0,"A, Q, R, Z"
4.666666666666667,7.0,2.0,"A, Q, S, T"
4.333333333333333,7.0,3.0,"A, Q, S, U"
4.0,7.0,2.0,"A, Q, S, V"
5.333333333333333,7.0,4.0,"A, Q, S, W"
5.666666666666667,9.0,1.0,"A, Q, S, X"
6.0,13.0,1.0,"A, Q, S, Y"
5.333333333333333,9.0,1.0,"A, Q, S, Z"
3.3333333333333335,7.0,1.0,"A, Q, T, U"
2.6666666666666665,5.0,2.0,"A, Q, T, V"
4.0,7.0,2.0,"A, Q, T, W"
3.3333333333333335,9.0,1.0,"A, Q, T, X"
6.333333333333333,13.0,2.0,"A, Q, T, Y"
4.0,9.0,1.0,"A, Q, T, Z"
3.6666666666666665,7.0,1.0,"A, Q, U, V"
4.666666666666667,9.0,1.0,"A, Q, U, W"
4.666666666666667,9.0,1.0,"A, Q, U, X"
4.666666666666667,13.0,1.0,"A, Q, U, Y"
3.3333333333333335,7.0,1.0,"A, Q, U, Z"
3.6666666666666665,7.0,1.0,"A, Q, V, W"
4.0,9.0,1.0,"A, Q, V, X"
5.0,13.0,1.0,"A, Q, V, Y"
3.0,5.0,2.0,"A, Q, V, Z"
5.0,9.0,2.0,"A, Q, W, X"
5.0,13.0,1.0,"A, Q, W, Y"
3.3333333333333335,7.0,1.0,"A, Q, W, Z"
7.0,13.0,2.0,"A, Q, X, Y"
4.666666666666667,9.0,2.0,"A, Q, X, Z"
5.0,13.0,1.0,"A, Q, Y, Z"
6.666666666666667,13.0,1.0,"A, R, S, T"
5.0,13.0,1.0,"A, R, S, U"
5.666666666666667,13.0,1.0,"A, R, S, V"
7.0,13.0,1.0,"A, R, S, W"
8.666666666666666,13.0,1.0,"A, R, S, X"
8.0,13.0,2.0,"A, R, S, Y"
7.0,13.0,1.0,"A, R, S, Z"
4.333333333333333,13.0,1.0,"A, R, T, U"
4.666666666666667,13.0,1.0,"A, R, T, V"
6.0,13.0,1.0,"A, R, T, W"
6.666666666666667,13.0,1.0,"A, R, T, X"
8.666666666666666,13.0,3.0,"A, R, T, Y"
6.0,13.0,1.0,"A, R, T, Z"
4.333333333333333,13.0,1.0,"A, R, U, V"
5.333333333333333,13.0,1.0,"A, R, U, W"
6.666666666666667,13.0,1.0,"A, R, U, X"
5.666666666666667,13.0,2.0,"A, R, U, Y"
4.0,13.0,1.0,"A, R, U, Z"
5.333333333333333,13.0,1.0,"A, R, V, W"
7.0,13.0,1.0,"A, R, V, X"
7.0,13.0,2.0,"A, R, V, Y"
4.666666666666667,13.0,1.0,"A, R, V, Z"
8.0,13.0,1.0,"A, R, W, X"
7.0,13.0,2.0,"A, R, W, Y"
5.0,13.0,1.0,"A, R, W, Z"
10.333333333333334,13.0,3.0,"A, R, X, Y"
7.666666666666667,13.0,1.0,"A, R, X, Z"
7.0,13.0,2.0,"A, R, Y, Z"
3.6666666666666665,7.0,1.0,"A, S, T, U"
4.0,7.0,1.0,"A, S, T, V"
6.333333333333333,7.0,4.0,"A, S, T, W"
5.666666666666667,9.0,1.0,"A, S, T, X"
7.666666666666667,13.0,2.0,"A, S, T, Y"
6.666666666666667,9.0,2.0,"A, S, T, Z"
3.3333333333333335,7.0,1.0,"A, S, U, V"
5.333333333333333,9.0,1.0,"A, S, U, W"
5.333333333333333,9.0,1.0,"A, S, U, X"
4.333333333333333,13.0,1.0,"A, S, U, Y"
4.333333333333333,9.0,1.0,"A, S, U, Z"
5.333333333333333,7.0,3.0,"A, S, V, W"
5.666666666666667,9.0,1.0,"A, S, V, X"
5.666666666666667,13.0,1.0,"A, S, V, Y"
5.0,9.0,1.0,"A, S, V, Z"
7.666666666666667,9.0,2.0,"A, S, W, X"
6.666666666666667,13.0,1.0,"A, S, W, Y"
6.333333333333333,9.0,1.0,"A, S, W, Z"
8.666666666666666,13.0,2.0,"A, S, X, Y"
7.666666666666667,9.0,3.0,"A, S, X, Z"
7.0,13.0,1.0,"A, S, Y, Z"
3.3333333333333335,5.0,3.0,"A, T, U, V"
5.333333333333333,9.0,1.0,"A, T, U, W"
4.333333333333333,9.0,1.0,"A, T, U, X"
6.0,13.0,2.0,"A, T, U, Y"
4.333333333333333,9.0,1.0,"A, T, U, Z"
5.0,7.0,2.0,"A, T, V, W"
4.333333333333333,9.0,1.0,"A, T, V, X"
7.0,13.0,2.0,"A, T, V, Y"
4.666666666666667,9.0,1.0,"A, T, V, Z"
6.333333333333333,9.0,2.0,"A, T, W, X"
8.0,13.0,2.0,"A, T, W, Y"
6.0,9.0,1.0,"A, T, W, Z"
9.0,13.0,3.0,"A, T, X, Y"
6.333333333333333,9.0,3.0,"A, T, X, Z"
8.333333333333334,13.0,2.0,"A, T, Y, Z"
5.333333333333333,9.0,1.0,"A, U, V, W"
5.333333333333333,9.0,1.0,"A, U, V, X"
5.0,13.0,1.0,"A, U, V, Y"
3.6666666666666665,5.0,3.0,"A, U, V, Z"
7.0,9.0,3.0,"A, U, W, X"
5.666666666666667,13.0,1.0,"A, U, W, Y"
4.666666666666667,9.0,1.0,"A, U, W, Z"
7.333333333333333,13.0,2.0,"A, U, X, Y"
5.666666666666667,9.0,2.0,"A, U, X, Z"
4.666666666666667,13.0,1.0,"A, U, Y, Z"
6.666666666666667,9.0,2.0,"A, V, W, X"
6.333333333333333,13.0,1.0,"A, V, W, Y"
4.666666666666667,7.0,1.0,"A, V, W, Z"
8.333333333333334,13.0,2.0,"A, V, X, Y"
6.0,9.0,2.0,"A, V, X, Z"
6.0,13.0,1.0,"A, V, Y, Z"
9.0,13.0,2.0,"A, W, X, Y"
7.0,9.0,3.0,"A, W, X, Z"
6.0,13.0,1.0,"A, W, Y, Z"
9.0,13.0,2.0,"A, X, Y, Z"
13.333333333333334,21.0,1.0,"B, C, D, E"
10.0,13.0,2.0,"B, C, D, F"
13.0,17.0,1.0,"B, C, D, G"
8.666666666666666,13.0,1.0,"B, C, D, H"
8.0,13.0,1.0,"B, C, D, I"
8.666666666666666,13.0,1.0,"B, C, D, J"
7.333333333333333,13.0,1.0,"B, C, D, K"
10.666666666666666,13.0,2.0,"B, C, D, L"
7.333333333333333,13.0,1.0,"B, C, D, M"
7.333333333333333,13.0,1.0,"B, C, D, N"
13.333333333333334,21.0,1.0,"B, C, D, O"
10.0,13.0,2.0,"B, C, D, P"
7.0,13.0,1.0,"B, C, D, Q"
10.0,13.0,2.0,"B, C, D, R"
11.0,15.0,1.0,"B, C, D, S"
7.0,13.0,1.0,"B, C, D, T"
11.0,15.0,1.0,"B, C, D, U"
7.333333333333333,13.0,1.0,"B, C, D, V"
7.333333333333333,13.0,1.0,"B, C, D, W"
10.666666666666666,13.0,2.0,"B, C, D, X"
9.333333333333334,13.0,1.0,"B, C, D, Y"
9.0,13.0,1.0,"B, C, D, Z"
14.0,21.0,1.0,"B, C, E, F"
15.666666666666666,21.0,1.0,"B, C, E, G"
11.333333333333334,21.0,1.0,"B, C, E, H"
10.0,21.0,1.0,"B, C, E, I"
9.666666666666666,21.0,1.0,"B, C, E, J"
9.666666666666666,21.0,1.0,"B, C, E, K"
12.0,21.0,1.0,"B, C, E, L"
9.0,21.0,1.0,"B, C, E, M"
9.0,21.0,1.0,"B, C, E, N"
12.666666666666666,21.0,1.0,"B, C, E, O"
12.666666666666666,21.0,1.0,"B, C, E, P"
9.333333333333334,21.0,1.0,"B, C, E, Q"
12.666666666666666,21.0,1.0,"B, C, E, R"
14.333333333333334,21.0,1.0,"B, C, E, S"
9.333333333333334,21.0,1.0,"B, C, E, T"
11.0,21.0,1.0,"B, C, E, U"
8.666666666666666,21.0,1.0,"B, C, E, V"
9.0,21.0,1.0,"B, C, E, W"
11.333333333333334,21.0,1.0,"B, C, E, X"
10.666666666666666,21.0,1.0,"B, C, E, Y"
12.333333333333334,21.0,1.0,"B, C, E, Z"
11.666666666666666,17.0,1.0,"B, C, F, G"
9.333333333333334,13.0,1.0,"B, C, F, H"
7.0,13.0,1.0,"B, C, F, I"
7.666666666666667,13.0,1.0,"B, C, F, J"
7.666666666666667,13.0,1.0,"B, C, F, K"
8.666666666666666,13.0,1.0,"B, C, F, L"
6.666666666666667,13.0,1.0,"B, C, F, M"
6.666666666666667,13.0,1.0,"B, C, F, N"
9.333333333333334,15.0,1.0,"B, C, F, O"
11.333333333333334,21.0,1.0,"B, C, F, P"
7.333333333333333,13.0,1.0,"B, C, F, Q"
10.666666666666666,17.0,1.0,"B, C, F, R"
11.0,15.0,1.0,"B, C, F, S"
7.333333333333333,13.0,1.0,"B, C, F, T"
8.0,13.0,1.0,"B, C, F, U"
6.333333333333333,13.0,1.0,"B, C, F, V"
6.666666666666667,13.0,1.0,"B, C, F, W"
8.0,13.0,1.0,"B, C, F, X"
7.333333333333333,13.0,1.0,"B, C, F, Y"
8.333333333333334,13.0,1.0,"B, C, F, Z"
10.333333333333334,17.0,1.0,"B, C, G, H"
9.666666666666666,17.0,1.0,"B, C, G, I"
9.666666666666666,17.0,1.0,"B, C, G, J"
8.333333333333334,17.0,1.0,"B, C, G, K"
10.333333333333334,17.0,1.0,"B, C, G, L"
8.333333333333334,17.0,1.0,"B, C, G, M"
8.333333333333334,17.0,1.0,"B, C, G, N"
